3660,"H MELLON  280ML",11.5,tipo,
3661,"H MELLON 470ML",20,tipo,
3662,"H MELLON 570ML",24,tipo,
2570,"CERVEJA NOI CIOCCOLATO 300 ML",25.9,tipo,
2571,"CERVEJA NOI NERA 600 ML",18.9,tipo,
1980,"CHA LIPTON LIMAO 1/5 L",6.2,tipo,
3663,"GROWLER PET 1L",1.64,tipo,
3664,"GROWLER PET 2L",2.15,tipo,
3665,"CAMISETA FEM LOGO GOSS BR",70,tipo,
3666,"CAMISETA MASC CHICAGO BRA",70,tipo,
2174,"PALITOS DE MUSSARELA OMNI",22,tipo,
2175,"BOLINHO DE COSTELA OMNI",22,tipo,
3667,"BOURBON COUNTY BRAND STOUT 19",180,tipo,
3668,"PRATO BOURBON COUNTY",65,tipo,
3669,"GOOSE SUMMER HAZE 50L ML",600,tipo,
3670,"REGUA RIS ML",85,tipo,
3671,"PRATO BOURBON COUNTY S",80,tipo,
3672,"SUMMER HAZE 280ML",11,tipo,
3673,"SUMMER HAZE 470ML",16,tipo,
3674,"WEISSE CAJA 280ML",11,tipo,
3675,"WEISSE CAJA 470ML",16,tipo,
701158,"EMBALAGEM FRITAS PAPEL",preco,tipo,
701157,"EMBALAGEM BURGUER PAPEL",preco,tipo,
602324,"SABAO PO",preco,tipo,
602310,"GELO 5KG",preco,tipo,
502514,CUPIM,preco,tipo,
502507,"TRIGO SARRACENO",preco,tipo,
502502,"TOMATE CONFITADO",preco,tipo,
502493,SALSINHA,preco,tipo,
502492,SALSAO,preco,tipo,
502491,"SALSA RANCHERA",preco,tipo,
502486,"SAL MALDON",preco,tipo,
502482,"REPOLHO ROXO",preco,tipo,
502474,QUIABO,preco,tipo,
502456,"PIMENTA SIRIA",preco,tipo,
502455,"PIMENTA CAMBUCI",preco,tipo,
502454,"PIMENTA BIQUINHO",preco,tipo,
502450,"PERNIL SUINO",preco,tipo,
502435,"OLEO DE PEQUI",preco,tipo,
502434,"OLEO DE MILHO",preco,tipo,
502416,"MIX PRIMAVERA",preco,tipo,
502409,"MINI PREGADOR",preco,tipo,
502407,"MINI AGRIAO",preco,tipo,
502406,"MILHO VERDE EM CONSERVA",preco,tipo,
502391,"MANTEIGA NOISETTE",preco,tipo,
502390,"MANTEIGA GARRAFA",preco,tipo,
502388,MANDIOCA,preco,tipo,
502380,"MACA VERDE",preco,tipo,
502379,MACA,preco,tipo,
502376,"LEITE DE COCO",preco,tipo,
502374,"IOGURTE NATURAL",preco,tipo,
502369,GRANOLA,preco,tipo,
502365,"FLOR DE SAL",preco,tipo,
502354,"CUESTA AZUL",preco,tipo,
502353,CUESTA,preco,tipo,
502347,"COXAO MOLE",preco,tipo,
502346,"COXA E SOBRECOXA",preco,tipo,
502344,COMINHO,preco,tipo,
502343,COENTRO,preco,tipo,
502340,CHUCRUTE,preco,tipo,
502333,CEREJA,preco,tipo,
502332,"CASTANHA DO PARA",preco,tipo,
502324,"CACAU EM PO",preco,tipo,
502311,"BLEND BURGUER GOOSE",preco,tipo,
502310,"BLEND BURGUER DUCK GOOSE",preco,tipo,
502309,"BISTECA SUINA",preco,tipo,
502308,"BICABORNATO DE SODIO",preco,tipo,
502305,"BATATA DOCE",preco,tipo,
502304,"BATATA CRISPERS",preco,tipo,
502302,BABAGANOUSH,preco,tipo,
502293,"ARROZ ARBORIO",preco,tipo,
502292,AMENDOIM,preco,tipo,
502289,ACAI,preco,tipo,
502287,ABACATE,preco,tipo,
502284,SALMAO,preco,tipo,
502282,"TORRADA TOSTADA DE ALECRIM",preco,tipo,
502279,"PIMENTAO VERMELHO",preco,tipo,
502278,BERINJELA,preco,tipo,
502277,"CEBOLA ROXA",preco,tipo,
502276,"MEDALHAO DE FRANGO",preco,tipo,
502275,"PICANHA BOVINA",preco,tipo,
502271,"CARNE SECA",preco,tipo,
502269,ALCAPARRAS,preco,tipo,
502268,"ACUCAR MASCAVO",preco,tipo,
502266,"CANELA EM PO",preco,tipo,
502265,BAUNILHA,preco,tipo,
502264,"PAPRICA PICANTE",preco,tipo,
502263,"PAPRICA DOCE",preco,tipo,
502262,BANANA,preco,tipo,
502260,"MANJERICAO BASILICO",preco,tipo,
502257,"ALHO PORO",preco,tipo,
502256,ALECRIM,preco,tipo,
502255,"ABOBRINHA ITALIANA",preco,tipo,
502254,ABOBORA,preco,tipo,
502253,HORTELA,preco,tipo,
502252,"LOMBO DE BACALHAU",preco,tipo,
502250,MANTEIGA,preco,tipo,
502249,"SACOLA KRAFT 30KG",preco,tipo,
502248,"SACOLA KRAFT 20KG",preco,tipo,
502247,"SACOLA KRAFT 15KG",preco,tipo,
502246,"SACOLA KRAFT 10KG",preco,tipo,
502245,"SACOLA PLASTICA MEDIA",preco,tipo,
502239,"SAL GROSSO",preco,tipo,
502238,SAL,preco,tipo,
502237,"ACETO BALSAMICO",preco,tipo,
502235,"CHOPP HOEGAARDEN",preco,tipo,
502233,"VINAGRE DA MACA BRANCO",preco,tipo,
502232,VINAGRE,preco,tipo,
502215,"BATATA CANOA",preco,tipo,
502213,AVOCADO,preco,tipo,
502210,"GELATINA INCOLOR",preco,tipo,
502209,"SORVETE DE LARANJA",preco,tipo,
502208,"SORVETE DE FRUTAS VERMELHAS",preco,tipo,
502206,"SORVETE DE CREME",preco,tipo,
502204,"PIMENTA TABASCO",preco,tipo,
502200,"MOLHO INGLES",preco,tipo,
502199,BARBECUE,preco,tipo,
502194,"MOLHO MOSTARDA",preco,tipo,
502189,"FERMENTO BIOLOGICO",preco,tipo,
502188,MORANGO,preco,tipo,
502183,"AZEITONA PRETA",preco,tipo,
502181,"BATATA CHIPS",preco,tipo,
502180,"CHAMPIGNOM FATIADO",preco,tipo,
502179,"RELISH DE PEPINO",preco,tipo,
502177,"PAO ITALIANO",preco,tipo,
502174,"PAO DE HAMBURGUER BRIOCHE",preco,tipo,
502169,"BOLINHO DE BACALHAU",preco,tipo,
502163,"MINI PAO ITALIANO",preco,tipo,
502157,"RAVIOLI DE QUEIJO",preco,tipo,
502155,PENNE,preco,tipo,
502150,PANKO,preco,tipo,
502148,"DOCE DE LEITE",preco,tipo,
502146,"CHOCOLATE EM PO",preco,tipo,
502144,"CHOCOLATE EM BARRA",preco,tipo,
502143,"CHOCOLATE BELGA 70%",preco,tipo,
502140,"XAROPE DE GLUCOSE",preco,tipo,
502139,"ACUCAR REFINADO",preco,tipo,
502136,"PRESUNTO SERRANO",preco,tipo,
502135,"PRESUNTO ROYALE",preco,tipo,
502131,PAIO,preco,tipo,
502129,"LINGUICA TOSCANA",preco,tipo,
502125,"OLEO DE ALGODAO",preco,tipo,
502124,AZEITE,preco,tipo,
502123,"OLEO DE SOJA",preco,tipo,
502120,TAHINE,preco,tipo,
502117,"FARINHA DE MESA",preco,tipo,
502116,"AVEIA EM FLOCOS",preco,tipo,
502114,"FARINHA DE TRIGO",preco,tipo,
502112,ARROZ,preco,tipo,
502111,CURRY,preco,tipo,
502107,"PIMENTA DO REINO",preco,tipo,
502105,KIWI,preco,tipo,
502104,"LIMAO TAHITI",preco,tipo,
502103,"LIMAO SICILIANO",preco,tipo,
502102,"LARANJA PERA",preco,tipo,
502101,"MANGA PALMER",preco,tipo,
502100,"ABACAXI PEROLA",preco,tipo,
502098,"AMENDOAS LAMINADAS",preco,tipo,
502097,"AMENDOAS EM LASCAS",preco,tipo,
502094,MANDIOQUINHA,preco,tipo,
502092,"GRAO DE BICO",preco,tipo,
502090,"ALHO DESCASCADO",preco,tipo,
502084,"CEBOLA BRANCA",preco,tipo,
502082,"PIMENTAO VERDE",preco,tipo,
502081,"PIMENTAO AMARELO",preco,tipo,
502080,"PIMENTA DEDO DE MOCA",preco,tipo,
502079,"COGUMELO SHITAKE",preco,tipo,
502078,VAGEM,preco,tipo,
502077,"BROTO DE BETERRABA",preco,tipo,
502076,BETERRABA,preco,tipo,
502075,CENOURA,preco,tipo,
502074,RUCULA,preco,tipo,
502073,TOMILHO,preco,tipo,
502072,SALVIA,preco,tipo,
502071,"ALFACE ROXA",preco,tipo,
502070,"ALFACE ROMANA MINI",preco,tipo,
502069,"ALFACE AMERICANA",preco,tipo,
502068,ALFACE,preco,tipo,
502067,"SALSA LISA",preco,tipo,
502066,"COUVE MANTEIGA",preco,tipo,
502065,"COUVE FLOR",preco,tipo,
502064,BROCOLIS,preco,tipo,
502063,ALHO,preco,tipo,
502062,"TOMATE CARMEM",preco,tipo,
502061,"TOMATE PELATO",preco,tipo,
502060,"TOMATE ITALIANO",preco,tipo,
502059,"TOMATE CEREJA",preco,tipo,
502058,TOMATE,preco,tipo,
502057,"BATATA INGLESA",preco,tipo,
502056,"BATATA CRINKLE",preco,tipo,
502055,"BATATA BOLINHA",preco,tipo,
502054,"BATATA ASTERIX",preco,tipo,
502052,MEL,preco,tipo,
502051,"GEMA PASTEURIZADA",preco,tipo,
502050,"OVO COMUM",preco,tipo,
502047,"QUEIJO PROVOLONE",preco,tipo,
502046,"QUEIJO MEIA CURA",preco,tipo,
502045,"QUEIJO GRUYERE",preco,tipo,
502044,"QUEIJO GRANA PADANO",preco,tipo,
502043,"QUEIJO BRIE",preco,tipo,
502042,GORGONZOLA,preco,tipo,
502041,CHEDDAR,preco,tipo,
502040,PARMESAO,preco,tipo,
502039,RICOTA,preco,tipo,
502038,"CREAM CHEESE",preco,tipo,
502037,CATUPIRY,preco,tipo,
502036,"QUEIJO PRATO",preco,tipo,
502035,"QUEIJO COALHO",preco,tipo,
502034,MUSSARELA,preco,tipo,
502033,"MUSSARELA DE BUFALA",preco,tipo,
502031,"LEITE CONDENSADO",preco,tipo,
502029,"CREME DE LEITE FRESCO",preco,tipo,
502028,"CREME DE LEITE",preco,tipo,
502027,"LEITE INTEGRAL",preco,tipo,
502025,ANCHOVA,preco,tipo,
502024,TRUTA,preco,tipo,
502023,PARMA,preco,tipo,
502022,"BACON FATIA",preco,tipo,
502020,BACON,preco,tipo,
502018,"GALETO DESSOSADO",preco,tipo,
502016,"LOMBO SUINO",preco,tipo,
502015,"BARRIGA DE PORCO",preco,tipo,
502014,"PANCETA COZIDA",preco,tipo,
502012,"FILE MIGNON",preco,tipo,
502010,"CARNE MOIDA",preco,tipo,
502008,"PATINHO MOIDO",preco,tipo,
502007,LAGARTO,preco,tipo,
502003,"COSTELA SUINA",preco,tipo,
502002,"CONTRA FILE",preco,tipo,
502001,ANCHO,preco,tipo,
501544,"MINI MILHO",preco,tipo,
501332,"SORVETE CHOCOLATE BELGA",preco,tipo,
501299,"PICKLES DE PEPINO",preco,tipo,
501291,PASTRAMI,preco,tipo,
501249,"MIX SALSICHAS ALEMAES",preco,tipo,
501240,"MINI CHURROS C DOCE DE LEITE",preco,tipo,
501236,"MANTEIGA DE ERVAS",preco,tipo,
501121,CHIMICHURRI,preco,tipo,
403012,"BITTERS AROMATIC ANGOSTURA",preco,tipo,
402239,"TEQUILA SILVER",preco,tipo,
402238,"SAL MICHELADA",preco,tipo,
402237,"MELACO DE CANA",preco,tipo,
402232,COINTREAU,preco,tipo,
402217,"WHISKY J WALKER BLACK LABEL 1L",preco,tipo,
402212,"WHISKY JACK DANIELS 1L",preco,tipo,
402146,"TEQUI JOS CUERVO ESP PRA 750ML",preco,tipo,
402145,"TEQUI JOS CUERVO ESP GOL 750ML",preco,tipo,
402135,"RUM HAVANA CLUB 7 ANOS 750ML",preco,tipo,
402134,"RUM HAVANA CLUB 3 ANOS 750ML",preco,tipo,
402047,"APERITIVO APEROL 750ML",preco,tipo,
402030,"VODKA TIIV",preco,tipo,
402026,"GIN VITORIA REGIA 750ML",preco,tipo,
402011,"CACHACA YAGUARA",preco,tipo,
402005,"VERMOUT NOILLY PRAT DRY 750 ML",preco,tipo,
402002,CAMPARI,preco,tipo,
401020,"CAFE EM PO",preco,tipo,
401019,"CAFE EM GRAO",preco,tipo,
10410,"TACA SISTERS",preco,tipo,
10409,"TACA MARTINI",preco,tipo,
10408,"TACA IMPERATRIZ",preco,tipo,
10407,"TACA COQUETEL WINDSOR",preco,tipo,
10406,"TACA CONHAQUE WINDSOR",preco,tipo,
10405,"TACA CHAMPAGNE FLUTE BARONE",preco,tipo,
10404,"TACA CABERNET",preco,tipo,
10403,"TACA BARONE AGUA",preco,tipo,
10402,"COPO TACA VINHO",preco,tipo,
10401,"COPO TACA BOJO",preco,tipo,
10400,"COPO SOBREMESA",preco,tipo,
10399,"COPO SHOT",preco,tipo,
10398,"COPO ROCKS BRISTOL 320ML",preco,tipo,
10397,"COPO ON THE ROCKS",preco,tipo,
10396,"COPO LONG DRINK",preco,tipo,
10395,"COPO LIBBEY GIBRALTAR",preco,tipo,
10394,"COPO DOSE 60ML",preco,tipo,
10393,"CANECA ESMALTADA",preco,tipo,
10392,"TAÇA TROPICAL",preco,tipo,
10391,"XAROPE DE PESSEGO",preco,tipo,
10390,"XAROPE DE MAÇA VERDE",preco,tipo,
10389,"SUCO CRANBERRY",preco,tipo,
10388,"SORVETE DE CHOCOLATE",preco,tipo,
10387,"SORVETE DE CERVEJA",preco,tipo,
10386,"SORVETE DE CARAMELO E SAL",preco,tipo,
10385,"SORVETE DE BAUNILHA",preco,tipo,
10384,"QUEIJO SAINT MARCELIN",preco,tipo,
10383,"QUEIJO MINAS PADRAO",preco,tipo,
10382,"QUEIJO CABRA",preco,tipo,
10381,"MEDALHAO DE ATUM",preco,tipo,
10380,"LOMBO DE ATUM",preco,tipo,
10379,CAMARAO,preco,tipo,
10378,"BACALHAU GADUS MORHUA",preco,tipo,
10377,"BACALHAU DESFIADO",preco,tipo,
10376,"PAO CIABATTA MINI",preco,tipo,
10375,"PAO CIABATTA",preco,tipo,
10374,"PAO FORMA CENTEIO",preco,tipo,
10373,"PAO DOG BRIOCHE",preco,tipo,
10372,"PAO BRIOCHE",preco,tipo,
10371,"PAO DE FORMA",preco,tipo,
10370,"PAO BOLA DE BERLIM",preco,tipo,
10369,"PAO BAGUETE",preco,tipo,
10368,"PAO AGUA",preco,tipo,
10367,"AZEITE FRUTADO BATALHA",preco,tipo,
10366,WASSABI,preco,tipo,
10365,"SAL SACHE",preco,tipo,
10364,"PIMENTA CAIENA",preco,tipo,
10363,"MOSTARDA SACHE",preco,tipo,
10362,"MOSTARDA FRASCO STRUMPF",preco,tipo,
10361,"MOSTARDA ESCURA GOOSE",preco,tipo,
10360,"MOSTARDA CERVEJA",preco,tipo,
10359,"MOLHO PIMENTA SRIRACHA",preco,tipo,
10358,"MOLHO EKIMISSO",preco,tipo,
10357,"MOLHO DE COGUMELO VEGETARIANO",preco,tipo,
10356,"MOEDOR DE SAL",preco,tipo,
10355,"MOEDOR DE PIMENTA",preco,tipo,
10354,"KETCHUP SACHE STRUMPF",preco,tipo,
10353,"KETCHUP SACHE",preco,tipo,
10352,"KETCHUP FRASCO STRUMPF",preco,tipo,
10351,"ESSENCIA BAUNILHA",preco,tipo,
10350,"DRY RUB",preco,tipo,
10349,"RAVIOLE DE MUSSARELA",preco,tipo,
10348,"MACARRAO SERPENTINA",preco,tipo,
10347,"MACARRAO FUSILLE",preco,tipo,
10346,"GNOCCHIS DE  MANDIOQUINHA",preco,tipo,
10345,"DISCOS DE PIZZA",preco,tipo,
10344,"CANELONI PALMITO",preco,tipo,
10343,REPOLHO,preco,tipo,
10342,RADICCHIO,preco,tipo,
10341,"PIMENTA DE CHEIRO",preco,tipo,
10340,"PIMENTA BODE AMARELA",preco,tipo,
10339,PESSEGO,preco,tipo,
10338,PERA,preco,tipo,
10337,"PEPINO COMUM",preco,tipo,
10336,"MIX FOLHAS",preco,tipo,
10335,"MINI CENOURA",preco,tipo,
10334,"MILHO ESPIGA",preco,tipo,
10333,"MELAO ORANGE",preco,tipo,
10332,MELANCIA,preco,tipo,
10331,MARACUJA,preco,tipo,
10330,MANJERICAO,preco,tipo,
10329,"MANGA POLPA CONGELADA",preco,tipo,
10328,MAMAO,preco,tipo,
10327,LOURO,preco,tipo,
10326,"LIMA DA PERSIA",preco,tipo,
10325,"LARANJA BAHIA",preco,tipo,
10324,"GOIABA VERMELHA",preco,tipo,
10323,"FRUTAS VERMELHAS",preco,tipo,
10322,FRAMBOESA,preco,tipo,
10321,ESCAROLA,preco,tipo,
10320,"ERVILHA TORTA",preco,tipo,
10319,"ERVILHA CONGELADA",preco,tipo,
10318,"ERVA DOCE",preco,tipo,
10317,"ENDRO DILL",preco,tipo,
10316,"CRANBERRY DESIDRATADA",preco,tipo,
10315,"COGUMELO PARIS",preco,tipo,
10314,"COCO FRESCO RALADO",preco,tipo,
10313,"CENOURA MINI",preco,tipo,
10312,CEBOLINHA,preco,tipo,
10311,"BROTO DE ALFAFA",preco,tipo,
10310,"BROCOLIS JAPONES",preco,tipo,
10309,"BLUE BERRY FRESCA",preco,tipo,
10308,"BETERRABA MINI",preco,tipo,
10307,"BABY LEAF PICANTE",preco,tipo,
10306,AVELA,preco,tipo,
10305,ASPARGO,preco,tipo,
10304,"ALFACE ROMANA",preco,tipo,
10303,"ALFACE CRESPA HIDROPONICA",preco,tipo,
10302,AGRIAO,preco,tipo,
10301,"TOUCA TNT SANFONADA",preco,tipo,
10300,"SODA CAUSTICA",preco,tipo,
10299,"SACO DE LIXO 60 L",preco,tipo,
10298,"SACO DE LIXO 200L",preco,tipo,
10297,"SACO DE LIXO 120L",preco,tipo,
10296,"SACO DE LIXO 100L",preco,tipo,
10295,"SACO ALVEJADO",preco,tipo,
10294,"SACO ABSORVENTE 12X25",preco,tipo,
10293,"SABONETE LIQUIDO REFIL 5X950",preco,tipo,
10292,"SABONETE LIQ EXACCTA",preco,tipo,
10291,"SABONETE ECOBAC 6X800",preco,tipo,
10290,"ROLO ALUMINIO",preco,tipo,
10289,"PROTETOR ASSENTO SANITARIO",preco,tipo,
10288,"PAPEL TOALHA SNOB",preco,tipo,
10287,"PAPEL TOALHA ROLO",preco,tipo,
10286,"PAPEL TOALHA INTERF",preco,tipo,
10285,"PAPEL HIGIENICO ROLO",preco,tipo,
10284,"PAPEL HIGIENICO INTER",preco,tipo,
10283,"PANO MULTIUSO AZUL",preco,tipo,
10282,"MOP UMIDO",preco,tipo,
10281,"MIKRO CHLOR",preco,tipo,
10280,"MERCOTECH MULTIUSO CLORADO",preco,tipo,
10279,"MERCOTECH MEGA",preco,tipo,
10278,"MERCOTECH GRILL WB",preco,tipo,
10277,"MERCOTECH DET SUPER GEL",preco,tipo,
10276,"MASTER FOAM CLOR",preco,tipo,
10275,"LUVA LATEX",preco,tipo,
10274,"LUVA EMBORRACHADA",preco,tipo,
10273,"LUSTRA MOVEL",preco,tipo,
10272,"LIMPA PISOS",preco,tipo,
10271,"LENCO ALCOOL",preco,tipo,
10270,"FIBRA MULTIUSO VERDE",preco,tipo,
10269,"FIBRA MULTIUSO BRANCA",preco,tipo,
10268,"ESPONJA FIBRAÇO",preco,tipo,
10267,"ESPONJA DUPLA FACE",preco,tipo,
10266,"ESPADINHA DESCARTAVEL",preco,tipo,
10265,"ECOLAB ZIX 40",preco,tipo,
10264,"ECOLAB TRUMP S",preco,tipo,
10263,"ECOLAB SOLID POWER",preco,tipo,
10262,"ECOLAB SANITIZING",preco,tipo,
10261,"ECOLAB POT E PAN",preco,tipo,
10260,"ECOLAB MERIT",preco,tipo,
10259,"ECOLAB LOCAO ANTISEPT ALCOOL",preco,tipo,
10258,"ECOLAB JET DRY",preco,tipo,
10257,"ECOLAB GREASESTRIP",preco,tipo,
10256,"DIVOSTAR QUATTRO",preco,tipo,
10255,"DIVOSAN TC86",preco,tipo,
10254,"DIVOSAN FORTE",preco,tipo,
10253,"DETERGENTE NEUTRO",preco,tipo,
10252,"DETERGENTE MAQUINA",preco,tipo,
10251,"DETERGENTE DESENGRAXANTE",preco,tipo,
10250,DESINFETANTE,preco,tipo,
10249,DESCALE,preco,tipo,
10248,"CLORO HIPOCLORITO",preco,tipo,
10247,BRACSAN,preco,tipo,
10246,"BOBINA TERMICA",preco,tipo,
10245,"BOBINA PVC ESTICAVEL",preco,tipo,
10244,"BOBINA PICOTADA 40X60",preco,tipo,
10243,"BOBINA PICOTADA 20X30",preco,tipo,
10242,"B-701 CLOR",preco,tipo,
10241,B-555,preco,tipo,
10240,B-160,preco,tipo,
10239,"ALCOOL GEL 70",preco,tipo,
10238,"ALCOOL 70",preco,tipo,
10237,"ACCEL CLEAN SWA",preco,tipo,
10236,SAGU,preco,tipo,
10235,LENTILHA,preco,tipo,
10234,"FEIJAO CARIOCA",preco,tipo,
10233,CANJIQUINHA,preco,tipo,
10232,CANJICA,preco,tipo,
10231,"PEITO PERU",preco,tipo,
10230,LONZINO,preco,tipo,
10229,"LINGUICA ARTESANAL",preco,tipo,
10228,"JOELHO DE PORCO DEFUMADO",preco,tipo,
10227,"COPA LOMBO",preco,tipo,
10226,"BOLINHO DE PORCO",preco,tipo,
10225,"TRIGO FLOCOS",preco,tipo,
10224,"MIX TAPIOCARIA",preco,tipo,
10223,"FECULA DE BATATA",preco,tipo,
10222,"SACOLA KRAFT 100GRS",preco,tipo,
10221,"SACOLA BRANCA 38X48",preco,tipo,
10220,"SACOLA BRANCA 30X40",preco,tipo,
10219,"POTE PRAFESTA REDONDO 500",preco,tipo,
10218,"POTE PRAFESTA REDONDO 1000",preco,tipo,
10217,"POTE MOLHO 30ML",preco,tipo,
10216,"PAPEL MANTEIGA COM LOGO",preco,tipo,
10215,"PALITO SACHE",preco,tipo,
10214,"MEXEDOR DE CAFE",preco,tipo,
10213,"MASCARA DESCARTAVEL TNT",preco,tipo,
10212,"MASC PROTECAO FACIAL",preco,tipo,
10211,"JOGO AMERICANO",preco,tipo,
10210,"GUARDANAPO SACHE",preco,tipo,
10209,"GUARDANAPO FIESTA QUADRADO",preco,tipo,
10208,"GUARDANAPO COM LOGO",preco,tipo,
10207,"ETIQUETA REDONDAS",preco,tipo,
10206,"ESPETO P/ CHURRASCO",preco,tipo,
10205,"EMBALAGEM BATATA GOOSE",preco,tipo,
10204,"EMBALAGEM FRITAS GRANDE PE35",preco,tipo,
10203,"COPO DESCARTAVEL SEM LOGO",preco,tipo,
10202,"COPO DESCARTÁVEL COM LOGO",preco,tipo,
10201,"CONJUNTO DE GARFO E FACA",preco,tipo,
10200,"BOLACHA DE CHOPP",preco,tipo,
10199,"BANDEJA ISOPOR HF 101",preco,tipo,
10198,"TORTA DE MACA",preco,tipo,
10197,"PESSEGO EM CALDA",preco,tipo,
10196,"PAO DE MEL",preco,tipo,
10195,"FAVA DE BAUNILHA",preco,tipo,
10194,"CHOCOLATE GOTAS",preco,tipo,
10193,"CHOCOLATE BRANCO BARRA",preco,tipo,
10192,"CHANTILLY SPRAY",preco,tipo,
10191,"ADOCANTE SACHE",preco,tipo,
10190,"ACUCAR SACHE",preco,tipo,
10189,"ACUCAR CONFEITEIRO",preco,tipo,
10188,"OVO PASTEURIZADO",preco,tipo,
10187,"GENGIBRE EM CONSERVA",preco,tipo,
10186,"FUNGHI SECO",preco,tipo,
10185,"CLARA OVO PASTEURIZADA",preco,tipo,
10184,"BARRIL SOFIE",preco,tipo,
10183,"BARRIL BOURBON COUNTY",preco,tipo,
10182,"WHIRFLOC GRANULADO",preco,tipo,
10181,"ULTRAFLO MAX",preco,tipo,
10180,"TRIGO PRE GELATINIZADO CRISP",preco,tipo,
10179,"TRIGO LAMINADO",preco,tipo,
10178,"SULFATO DE CALCIO",preco,tipo,
10177,SPRINGFERM,preco,tipo,
10176,"SAFLAGER W-34",preco,tipo,
10175,"SAFALE US-05",preco,tipo,
10174,"MATUREX 2000",preco,tipo,
10173,"MALTE VIENA",preco,tipo,
10172,"MALTE TRIGO CLARO",preco,tipo,
10171,"MALTE SWAEN MUNICH DARK",preco,tipo,
10170,"MALTE SPECIAL W",preco,tipo,
10169,"MALTE SPECIAL B",preco,tipo,
10168,"MALTE PILSEN",preco,tipo,
10167,"MALTE PALE EXTRA MARIS OTTER",preco,tipo,
10166,"MALTE PALE ALE",preco,tipo,
10165,"MALTE MUNIQUE AGRARIA",preco,tipo,
10164,"MALTE MUNICH III",preco,tipo,
10163,"MALTE MUNICH II",preco,tipo,
10162,"MALTE MELANOIDINA",preco,tipo,
10161,"MALTE MELANO BISCOITO",preco,tipo,
10160,"MALTE DEFUMADO BEST",preco,tipo,
10159,"MALTE CHOCOLATE",preco,tipo,
10158,"MALTE CEVADA TORRADA",preco,tipo,
10157,"MALTE CEVADA FLOCOS",preco,tipo,
10156,"MALTE CENTEIO",preco,tipo,
10155,"MALTE CARARED",preco,tipo,
10154,"MALTE CARAPALIDA",preco,tipo,
10153,"MALTE CARAMUNICH II",preco,tipo,
10152,"MALTE CARAMEL PILS",preco,tipo,
10151,"MALTE CARAMEL MUNICH III",preco,tipo,
10150,"MALTE CARAMEL AROMATIC",preco,tipo,
10149,"MALTE CARAMEL AMBER",preco,tipo,
10148,"MALTE CARAHELL WHEAT",preco,tipo,
10147,"MALTE CARAHELL",preco,tipo,
10146,"MALTE CARAHEL FA ESP TIPO II",preco,tipo,
10145,"MALTE CARAFA II",preco,tipo,
10144,"MALTE CARAFA ESP TIPO I",preco,tipo,
10143,"MALTE CARAAROMA",preco,tipo,
10142,"MALTE BROWN",preco,tipo,
10141,"MALTE BAIRDS MARIS OTTER",preco,tipo,
10140,"MALTE ALE MARIS OTTER",preco,tipo,
10139,"MALTE ACIDULATED",preco,tipo,
10138,"LUPULO ZYTHOS",preco,tipo,
10137,"LUPULO ZEUS",preco,tipo,
10136,"LUPULO WHITBREAD GOLDING",preco,tipo,
10135,"LUPULO WAKATU",preco,tipo,
10134,"LUPULO WAI-ITI",preco,tipo,
10133,"LUPULO VIC SECRET",preco,tipo,
10132,"LUPULO TRISKEL",preco,tipo,
10131,"LUPULO TRIPLE PEARL",preco,tipo,
10130,"LUPULO TOPAZ",preco,tipo,
10129,"LUPULO TNT",preco,tipo,
10128,"LUPULO TETTNANGER",preco,tipo,
10127,"LUPULO TAIHEKE",preco,tipo,
10126,"LUPULO TAHOMA",preco,tipo,
10125,"LUPULO SUMMIT",preco,tipo,
10124,"LUPULO SUMMER",preco,tipo,
10123,"LUPULO STYRIAN GOLDING",preco,tipo,
10122,"LUPULO SOUTHEM CROSS",preco,tipo,
10121,"LUPULO SLOVENIA SAVINJSKI",preco,tipo,
10120,"LUPULO SIMCOE",preco,tipo,
10119,"LUPULO SABRO",preco,tipo,
10118,"LUPULO SAAZ",preco,tipo,
10117,"LUPULO RAKAU",preco,tipo,
10116,"LUPULO PROVOAK",preco,tipo,
10115,"LUPULO PILGRIM",preco,tipo,
10114,"LUPULO PACIFIC",preco,tipo,
10113,"LUPULO NUGGET",preco,tipo,
10112,"LUPULO NORTHERN BREWER",preco,tipo,
10111,"LUPULO MOUNT HOOD",preco,tipo,
10110,"LUPULO MOTUEKA",preco,tipo,
10109,"LUPULO MOSAIC",preco,tipo,
10108,"LUPULO MONROE",preco,tipo,
10107,"LUPULO MANDARINA",preco,tipo,
10106,"LUPULO MAGNUM",preco,tipo,
10105,"LUPULO LORAL",preco,tipo,
10104,"LUPULO LIBERTY",preco,tipo,
10103,"LUPULO LEMONDROP",preco,tipo,
10102,"LUPULO JARRYLO",preco,tipo,
10101,"LUPULO HERSBRUCKER",preco,tipo,
10100,"LUPULO HALLERTAUER MAGNUM",preco,tipo,
10099,"LUPULO HALLERTAU MITTELFRUEH",preco,tipo,
10098,"LUPULO HALLERTAU HULL MELON",preco,tipo,
10097,"LUPULO HALLERTAU",preco,tipo,
10096,"LUPULO GALENA",preco,tipo,
10095,"LUPULO GALAXY",preco,tipo,
10094,"LUPULO FUGGLE",preco,tipo,
10093,"LUPULO FRENCH ARAMIS",preco,tipo,
10092,"LUPULO FIRST GOLD",preco,tipo,
10091,"LUPULO FANTASIA",preco,tipo,
10090,"LUPULO EXP 472",preco,tipo,
